Year,Session Type,Session Title,Division/Unit,Chair Name,Chair Affiliation
2018,Paper Session,Queer Alternative Media as Counterpublics and Safe Spaces,"Lesbian, Gay, Bisexual, Transgender and Queer Studies",Chelsea Julian Reynolds,California State University Fullerton
2018,Paper Session,Understanding the Effects of Populist Communication,Political Communication,Jesper Stromback,U of Gothenburg
2018,Paper Session,HIGH-DENSITY: Tobacco Warning Label Mechanisms and Effects,Health Communication,Rebekah Nagler,U of Minnesota - Twin Cities
2018,Paper Session,Contesting Rape Culture: Feminist Explorations of Violence Against Women,Feminist Scholarship,Monica Chadha,Arizona State U
2018,Paper Session,Theorizing Privacy Behaviors in Online Spaces,Communication and Technology,German Neubaum,U of Duisburg-Essen
2018,Paper Session,Improving Healthcare Provider Communication,Health Communication,Jan Michael Alexandre Cortez Bernadas,De La Salle U
2018,Paper Session,Public Relations: Engaging via Social Media,Public Relations,Jens Seiffert-Brockmann,University of Vienna
2018,Paper Session,Comment Section: Public Deliberation?,Mass Communication,Mina Tsay-Vogel,Boston University
2018,Paper Session,Potpourri of Research on Campaign Communication,Political Communication,Andrew Chadwick,Loughborough U
2018,Paper Session,Journalism Under Attack,Journalism Studies,Peter Maurer,NTNU Trondheim
2018,Paper Session,Traditional and New Media Intermediaries,Media Industry Studies,W Russell Neuman,NYU
2018,Paper Session,Visual and Immersive Technologies in the News: Potentials and Perils,Journalism Studies,Motti Neiger,The Truman Research Institute
2018,Paper Session,Visibility and Hiddenness in Organizing Contexts,Organizational Communication,Jeffrey William Treem,U of Texas - Austin
2018,Paper Session,The Power of Culture: Differences Across Countries and Similarities Over Time in Internet Practices and Perceptions,Communication and Technology,Jessa Lingel,U of Pennsylvania
2018,Paper Session,Credibility Assessments in Online Environments,Communication and Technology,Brandon Van Der Heide,Michigan State U
2018,Paper Session,Network Analysis,Computational Methods,Sandra Gonzalez-Bailon,U of Pennsylvania
2018,Paper Session,"Radio Voices: Cultures, Networks, and Ideologies",Communication History,Richard K. Popp,U of Wisconsin - Milwaukee
2018,Paper Session,"Anti-Social Scientists, on Some Dark-Side Topics",Game Studies,Daniel Possler,Hannover U of Music
2018,Paper Session,Mobile Innovation and Advertising,Mobile Communication,Veronika Karnowski,LMU Munich
2018,Paper Session,"Suppression and Empowerment: Media, LGBTQ Rights, and Activism","Lesbian, Gay, Bisexual, Transgender and Queer Studies",Godfried Asante,Drake University
2018,Paper Session,Civic Tech and the Politics of Technology,"Activism, Communication & Social Justice",Lina Dencik,Cardciff U
2018,Paper Session,"Power, Resistance, Professonalism, and Internationalization in China's Media Industries",Media Industry Studies,Aynne Kokas,University of Virginia
2018,Paper Session,Health Communication in Familial Relationships,Health Communication,Yulia Strekalova,U of Florida
2018,Paper Session,Media and Social Factors in Shaping Alcohol-Related Attitudes and Behaviors,Health Communication,Jisu Huh,University of Minnesota
2018,Paper Session,The Effects of Incivility and Conflict Framing,Political Communication,Lilach Nir,Hebrew U
2018,Paper Session,Propaganda and Information in China,Political Communication,weiyu zhang,National U of Singapore
2018,Paper Session,"Revisiting the Concept of Media, Public, Effects",Mass Communication,Matthias Hofer,U of Zurich
2018,Paper Session,"Children, Adolescence, and Parental Mediation",Mass Communication,Kimberly Bissell,U of Alabama
2018,Paper Session,Public Relations Student Top Papers,Public Relations,Chun-ju Flora Hung-Baesecke,Massey U
2018,Paper Session,Organizing and Multiple Levels and Types of Identities,Organizational Communication,,
2018,Paper Session,In News We Trust?,Journalism Studies,Caroline Fisher,University of Canberra
2018,Paper Session,What’s on Your Mind? Political Discussion and News Exposure on Facebook,Communication and Technology,Katy Elizabeth Pearce,U of Washington
2018,Paper Session,"HIGH-DENSITY: Politics, Journalism, Online Discussion, and Fake News!",Communication and Technology,Yoram M. Kalman,Open U of Israel
2018,Paper Session,Methodological and Theoretical Advances in Understanding the Relationship Between Social Media Use and Mental Health,Communication and Technology,Sabine Trepte,U of Hohenheim
2018,Paper Session,"Nation, Narrative, and Histories of News",Communication History,Samantha Oliver,Annenberg School for Communication
2018,Paper Session,Best of Information Systems,Information Systems,Narine S. Yegiyan,U of California
2018,Paper Session,Top Student Papers in Instructional Communication Division,Instructional & Developmental Communication,CJ Claus,California State U
2018,Paper Session,The Caregiver Context: When Parents and Teachers Matter,Children Adolescents and the Media,Johanna M.F van Oosten,U of Amsterdam
2018,Paper Session,HIGH-DENSITY: Mobile Social Media and Journalism,Mobile Communication,Oscar Westlund,Department of Journalism and Media Studies
2018,Paper Session,"Homophobia, Homonationalism, and Geopolitics","Lesbian, Gay, Bisexual, Transgender and Queer Studies",Morten Stinus Kristensen,U of Illinois
2018,Paper Session,Top Four Papers in Organizational Communication,Organizational Communication,Bart J. van den Hooff,Vrije Universiteit Amsterdam
2018,Paper Session,"LSI Research at the Intersection of Voice, Socialization and Culture",Language & Social Interaction,Natasha Shrikant,University of Colorado Boulder
2018,Paper Session,Listening to Marginalized Voices to Understand Health Disparities,Health Communication,Jeff Niederdeppe,Cornell U
2018,Paper Session,Top Four Papers in Intercultural Communication,Intercultural Communication,Soumia Bardhan,Kansas State U
2018,Paper Session,Top Papers in Intergroup Communication,Intergroup Communication,Jordan E. Soliz,U of Nebraska-Lincoln
2018,Paper Session,Top Papers in Sports Communication,Sports Communication,Tang Tang,Kent State University
2018,Paper Session,"Emotion, Media and Psychological Well-Being",Mass Communication,William R. Davie,U of SW Louisiana
2018,Paper Session,EXTENDED SESSION PART 2: Global Communication and Social Change in African Contexts,Global Communication and Social Change,John C. Pollock,College of New Jersey
2018,Paper Session,Public Relations Faculty Top Papers,Public Relations,Katerina Tsetsura,U of Oklahoma
2018,Paper Session,Top Papers of Communication Law and Policy and Accountability and Diversity as Policy Objectives,Communication Law & Policy,Thomas Streeter,Western University
2018,Paper Session,Negotiating Media Logics in Crisis Situations: Attention Management and Self-Protection Strategies,Journalism Studies,Risto Kunelius,U of Tampere
2018,Paper Session,The 2016 Election and Social Media,Communication and Technology,Jennifer Stromer-Galley,Syracuse U
2018,Paper Session,Social Network Site Use and Well-Being: It’s Complicated,Communication and Technology,Jessica Vitak,U of Maryland
2018,Paper Session,Self-Disclosure Processes in Online Contexts,Communication and Technology,Marjolijn L. Antheunis,Tilburg University
2018,Paper Session,Top Papers in Instructional Communication Division,Instructional & Developmental Communication,Stephanie Kelly,North Carolina A&T State U
2018,Paper Session,HIGH-DENSITY: Mobile Norms,Mobile Communication,Mariek M. P. M. P. Vanden Abeele,Tilburg U
2018,Paper Session,Issues in Political Communication,Mass Communication,Erin Ash,Clemson Univerity
2018,Paper Session,Digital and Mobile Health Intervention Research,Health Communication,Lee Humphreys,Cornell U
2018,Paper Session,Journalistic Boundary Work,Journalism Studies,Scott A Eldridge,University of Groningen
2018,Paper Session,Digital Divide Research: Digital Skills and Beyond,Communication and Technology,Bianca Christin Reisdorf,University of North Carolina at Charlotte
2018,Paper Session,"Extending Scholarship on Social Capital Processes: Second Screens, Weak Ties, Requests for Support, and Multimodal Communication",Communication and Technology,Jessica Vitak,U of Maryland
2018,Paper Session,"HIGH-DENSITY: Games Studies, a lot have Hatched; All the Research, Gotta Catch",Game Studies,Teresa Lynch,The Ohio State University
2018,Paper Session,"Raising Civically-Minded Youth: Digital Literacy, Civic Engagement, and Political Consciousness",Children Adolescents and the Media,Neta Kligler-Vilenchik,Hebrew University of Jerusalem
2018,Paper Session,Alternative Media and Counter Narratives,"Activism, Communication & Social Justice",Guobin Yang,U of Pennsylvania
2018,Paper Session,Understanding Populist Communication Practices,Political Communication,Arjen van Dalen,U of Southern Denmark
2018,Paper Session,The Dark Side? Effects of Social Media on Risky Behaviors,Health Communication,Kai Kuang,Bloomsburg U of Pennsylvania
2018,Paper Session,New Research on Fear Appeals in Health Contexts,Health Communication,Jie Zhuang,Texas Christian University
2018,Paper Session,Media and Elections,Mass Communication,Michael Che Ming Chan,Chinese U of Hong Kong
2018,Paper Session,Understanding the Spread and Detection of Misinformation,Political Communication,BRIAN E WEEKS,U of Michigan
2018,Paper Session,News Goes Digital,Mass Communication,Marc Ziegele,Johannes Gutenberg University of Mainz
2018,Paper Session,Mobile Communication and Organizations,Mobile Communication,Colin Agur,U of Minnesota
2018,Paper Session,"The Production of Knowledge About Journalism: Academic, Professional and Educational Perspectives",Journalism Studies,Vaclav Stetka,Loughborough U
2018,Paper Session,Redefining the Feminist Identity in Today's World,Feminist Scholarship,Ingrid Bachmann,Pontificia U Catolica de Chile
2018,Paper Session,"Rethinking Participatory Media, Spectatorship and the Witness",Visual Communication Studies,Mary Angela Bock,U of Texas - Austin
2018,Paper Session,Trick or Tweet? Network and Crowd Dynamics,Communication and Technology,Anne Oeldorf-Hirsch,U of Connecticut
2018,Paper Session,Copyright and Fair Use in Communications Research: The State of the Field,Sponsored Sessions,David W. Park,Lake Forest College
2018,Paper Session,"Politics, Propaganda, Phobia: Diverse Cultural/Intercultural Perspectives",Intercultural Communication,Elvis Nshom Ngwayuh,U of Jyväskylä
2018,Paper Session,"Communicating via Mega-Sporting Events: Content, Uses, and Effects",Sports Communication,Marie Hardin,Pennsylvania State U
2018,Paper Session,"LSI Reflections: Theoretical, Conceptual, Methodological and Practical Considerations",Language & Social Interaction,Zohar Kampf,The Hebrew University of Jerusalem
2018,Paper Session,New Directions in Text Mining,Computational Methods,Yair Fogel-Dror,The Hebrew U of Jerusalem
2018,Paper Session,B.E.S.T. Session: Emotions and Relationships in Organizational Contexts,Organizational Communication,Elizabeth D. Wilhoit,Auburn U
2018,Paper Session,Communicating Intergenerationally and About Aging,Interpersonal Communication,Timothy Curran,Utah State U
2018,Paper Session,Pepe the Frog and Picturing Together-ness: Collective Identities Online,Visual Communication Studies,Michael Grimm,Hans Bredow Institute for Media Research
2018,Paper Session,Mobile Health,Mobile Communication,Colin Agur,U of Minnesota
2018,Paper Session,Audience Analysis in the Media Industries,Media Industry Studies,Patricia Frances Phalen,George Washington U
2018,Paper Session,"Effects of User-Generated Comments, Ratings and ""Likes"" on Health-Related Outcomes",Health Communication,Saraswathi Bellur,U of Connecticut
2018,Paper Session,HIGH-DENSITY: Effects of Public Information on Health Outcomes,Health Communication,Qinghua Yang,Texas Christian University
2018,Paper Session,Media and Enjoyment,Mass Communication,Nehama Lewis,University of Haifa
2018,Paper Session,New Perspectives Upon Journalistic Roles,Journalism Studies,Florin C. Serban,Hong Kong Baptist U
